C,Mn,Si,Cr,Ni,Mo,Log_Tau_Ferrite,Log_Tau_Pearlite,Log_Tau_Bainite
0.198,0.706,1.016,2.823,3.604,0.542,0.396,1.412,5.646
0.483,0.528,0.814,2.397,1.802,4.341,0.966,1.056,4.794
0.668,0.916,1.388,2.787,3.731,2.965,1.336,1.832,5.574
0.903,0.503,1.292,2.719,2.306,3.627,1.806,1.006,5.438
1.033,0.838,1.19,0.374,3.146,2.136,2.066,1.676,0.748
1.466,0.584,0.921,2.373,3.18,4.041,2.932,1.168,4.746
1.128,0.409,0.302,3.524,2.008,0.005,2.256,0.818,7.048
1.394,0.298,0.317,3.691,2.574,2.479,2.788,0.596,7.382
0.103,0.964,1.304,3.607,3.199,4.197,0.206,1.928,7.214
1.489,0.302,1.03,3.689,4.031,0.105,2.978,0.604,7.378
1.342,1.03,0.23,4.49,1.39,4.641,2.684,2.06,8.98
1.253,0.311,0.654,4.084,2.88,1.924,2.506,0.622,8.168
0.865,1.097,0.535,0.903,3.019,0.224,1.73,2.194,1.806
0.894,0.492,1.202,2.411,1.226,0.35,1.788,0.984,4.822
0.689,0.882,1.476,4.259,0.049,0.084,1.378,1.764,8.518
0.982,0.162,1.131,2.355,4.054,4.919,1.964,0.324,4.71
1.456,0.507,0.455,1.374,0.643,0.82,2.912,1.014,2.748
0.806,0.608,0.824,3.887,3.084,2.053,1.612,1.216,7.774
0.707,1.269,0.301,3.596,1.514,3.782,1.414,2.538,7.192
0.845,0.651,0.824,4.886,2.163,1.256,1.69,1.302,9.772
0.441,1.257,0.812,3.693,1.524,3.298,0.882,2.514,7.386
1.063,0.402,0.171,1.944,2.039,0.745,2.126,0.804,3.888
0.827,0.834,0.363,4.148,2.643,4.716,1.654,1.668,8.296
0.657,1.092,0.385,0.799,1.805,3.705,1.314,2.184,1.598
0.251,1.432,1.07,3.692,3.763,0.959,0.502,2.864,7.384
0.634,0.95,0.547,0.007,4.886,0.397,1.268,1.9,0.014
1.206,0.901,0.718,2.387,1.294,2.492,2.412,1.802,4.774
0.891,0.47,0.796,1.57,2.675,3.764,1.782,0.94,3.14
0.646,1.233,0.45,4.438,2.878,2.137,1.292,2.466,8.876
0.19,1.028,1.427,3.841,4.756,1.692,0.38,2.056,7.682
1.258,1.325,0.227,2.519,3.387,3.059,2.516,2.65,5.038
0.817,0.775,1.184,0.329,2.505,4.852,1.634,1.55,0.658
1.246,0.795,1.129,4.237,2.848,1.302,2.492,1.59,8.474
0.204,1.073,0.23,3.022,3.453,0.32,0.408,2.146,6.044
0.28,1.441,0.191,0.242,4.097,4.361,0.56,2.882,0.484
0.801,0.544,0.859,3.659,0.465,0.368,1.602,1.088,7.318
0.472,1.018,0.471,4.729,2.622,1.782,0.944,2.036,9.458
1.498,1.158,0.593,1.246,3.744,4.473,2.996,2.316,2.492
1.27,1.369,0.585,2.954,3.391,4.533,2.54,2.738,5.908
0.777,1.318,1.218,2.466,4.182,3.306,1.554,2.636,4.932
1.151,1.321,0.153,1.163,2.426,3.664,2.302,2.642,2.326
0.154,1.399,1.212,4.251,3.485,4.786,0.308,2.798,8.502
1.222,0.192,0.141,0.018,0.237,1.028,2.444,0.384,0.036
0.207,1.423,0.588,1.07,4.07,4.324,0.414,2.846,2.14
0.147,0.913,0.125,4.986,1.293,4.445,0.294,1.826,9.972
1.459,0.529,1.258,1.13,0.834,1.116,2.918,1.058,2.26
0.737,0.445,0.955,4.523,1.782,1.618,1.474,0.89,9.046
0.608,0.505,1.147,1.715,2.064,4.318,1.216,1.01,3.43
1.394,0.919,0.49,3.466,1.038,3.967,2.788,1.838,6.932
0.746,0.697,0.967,4.623,4.237,1.088,1.492,1.394,9.246
0.686,0.53,0.317,0.512,0.99,1.974,1.372,1.06,1.024
1.308,1.298,0.764,1.717,3.742,0.226,2.616,2.596,3.434
1.246,0.962,0.372,1.48,4.945,3.046,2.492,1.924,2.96
1.458,0.247,0.551,3.192,3.523,1.224,2.916,0.494,6.384
1.311,1.079,1.454,3.317,4.854,0.033,2.622,2.158,6.634
1.394,0.336,0.406,1.01,1.25,2.038,2.788,0.672,2.02
1.115,0.76,1.229,3.148,0.269,3.71,2.23,1.52,6.296
0.818,0.205,1.106,3.271,2.77,3.461,1.636,0.41,6.542
0.263,0.59,0.204,0.869,4.814,2.944,0.526,1.18,1.738
1.27,1.307,1.359,4.164,1.809,0.101,2.54,2.614,8.328
0.391,1.243,0.79,4.95,1.236,2.418,0.782,2.486,9.9
0.703,0.282,0.167,2.167,1.251,4.737,1.406,0.564,4.334
0.301,0.334,0.622,0.623,3.281,0.056,0.602,0.668,1.246
1.247,0.862,0.481,0.876,1.335,3.92,2.494,1.724,1.752
0.295,1.359,0.556,3.172,1.946,2.412,0.59,2.718,6.344
1.08,0.747,0.532,1.525,2.388,2.07,2.16,1.494,3.05
1.199,0.234,0.435,4.179,1.439,4.262,2.398,0.468,8.358
0.161,1.401,1.149,4.095,2.14,4.332,0.322,2.802,8.19
0.368,1.439,1.357,4.016,2.295,3.245,0.736,2.878,8.032
0.845,1.045,1.437,4.042,3.464,1.584,1.69,2.09,8.084
0.101,0.248,1.27,4.635,0.281,1.941,0.202,0.496,9.27
0.826,0.159,0.474,3.341,3.966,3.338,1.652,0.318,6.682
0.216,1.481,1.091,1.699,0.253,4.507,0.432,2.962,3.398
1.211,0.816,0.414,1.72,4.03,1.196,2.422,1.632,3.44
0.623,1.424,0.97,0.155,2.662,4.337,1.246,2.848,0.31
1.322,0.28,0.316,3.214,0.523,2.831,2.644,0.56,6.428
1.398,1.302,0.764,2.846,1.171,4.003,2.796,2.604,5.692
0.119,0.578,1.473,2.744,3.22,2.008,0.238,1.156,5.488
0.968,0.797,1.063,1.097,4.793,2.824,1.936,1.594,2.194
0.637,0.603,0.825,0.55,0.173,0.035,1.274,1.206,1.1
0.25,1.333,1.26,0.108,2.911,2.014,0.5,2.666,0.216
1.477,0.531,0.626,3.808,1.588,1.261,2.954,1.062,7.616
0.203,1.25,0.193,4.463,4.466,0.816,0.406,2.5,8.926
0.908,1.209,0.49,0.511,4.903,3.165,1.816,2.418,1.022
1.202,0.362,1.12,2.648,2.644,4.962,2.404,0.724,5.296
1.38,0.913,1.281,2.159,4.518,3.911,2.76,1.826,4.318
0.509,1.021,1.361,2.186,3.721,4.994,1.018,2.042,4.372
0.646,0.47,0.979,2.936,4.749,3.753,1.292,0.94,5.872
1.14,0.915,1.057,1.694,0.681,3.512,2.28,1.83,3.388
0.378,0.382,0.91,0.739,0.155,3.813,0.756,0.764,1.478
0.997,0.332,1.433,2.605,4.772,4.785,1.994,0.664,5.21
1.276,0.902,0.746,4.909,3.46,1.484,2.552,1.804,9.818
1.056,1.114,0.553,2.841,3.688,0.068,2.112,2.228,5.682
1.388,0.458,0.265,1.417,2.879,4.891,2.776,0.916,2.834
1.173,0.449,0.805,4.646,4.053,1.751,2.346,0.898,9.292
0.784,0.71,1.343,0.95,1.488,3.126,1.568,1.42,1.9
0.995,0.13,0.585,4.806,2.094,3.283,1.99,0.26,9.612
0.123,0.781,1.484,1.882,4.784,4.04,0.246,1.562,3.764
1.289,1.18,1.322,4.157,2.746,1.878,2.578,2.36,8.314
0.392,0.111,1.268,4.74,0.368,2.768,0.784,0.222,9.48
0.555,0.546,1.17,2.161,0.108,4.959,1.11,1.092,4.322
0.53,1.305,1.29,0.034,2.096,3.547,1.06,2.61,0.068
0.682,1.489,0.746,3.884,4.072,4.689,1.364,2.978,7.768
0.382,0.984,0.48,0.147,2.636,1.141,0.764,1.968,0.294
1.298,1.48,0.745,1.949,0.251,2.274,2.596,2.96,3.898
1.059,0.364,0.12,4.353,1.891,1.719,2.118,0.728,8.706
0.781,0.728,1.451,1.458,3.975,4.047,1.562,1.456,2.916
1.3,0.727,1.282,2.65,4.766,0.005,2.6,1.454,5.3
1.298,0.789,0.225,0.177,2.003,3.359,2.596,1.578,0.354
0.295,0.11,1.382,4.501,0.543,0.991,0.59,0.22,9.002
0.858,0.119,0.285,0.889,0.226,3.329,1.716,0.238,1.778
0.252,1.18,1.284,3.457,0.833,1.643,0.504,2.36,6.914
0.192,0.814,0.406,1.181,4.24,3.046,0.384,1.628,2.362
0.647,0.705,1.441,2.817,0.907,3.833,1.294,1.41,5.634
0.635,0.112,0.415,1.957,1.34,3.973,1.27,0.224,3.914
0.197,0.293,1.482,4.192,1.542,0.331,0.394,0.586,8.384
1.163,1.487,0.256,2.277,2.558,4.823,2.326,2.974,4.554
1.163,1.345,0.759,1.849,1.79,0.269,2.326,2.69,3.698
0.965,0.901,1.357,4.353,1.938,4.358,1.93,1.802,8.706
1.304,0.209,0.546,4.042,4.024,2.972,2.608,0.418,8.084
1.261,1.373,0.507,0.911,3.292,2.514,2.522,2.746,1.822
0.786,1.08,1.21,1.859,1.507,4.445,1.572,2.16,3.718
0.557,0.179,0.225,0.846,4.968,2.994,1.114,0.358,1.692
0.621,0.893,0.728,3.257,3.765,1.621,1.242,1.786,6.514
0.569,0.181,1.44,2.73,1.495,1.655,1.138,0.362,5.46
1.033,1.022,0.446,4.811,1.6,2.129,2.066,2.044,9.622
1.267,1.241,0.677,2.966,3.461,0.501,2.534,2.482,5.932
1.387,0.414,0.32,1.843,4.407,3.958,2.774,0.828,3.686
0.136,1.319,0.826,2.706,1.646,0.548,0.272,2.638,5.412
0.603,0.435,1.467,3.212,0.039,1.638,1.206,0.87,6.424
0.663,0.858,1.155,4.03,2.682,3.457,1.326,1.716,8.06
1.28,0.196,0.164,2.683,1.141,3.396,2.56,0.392,5.366
0.591,0.157,0.163,4.836,0.448,0.702,1.182,0.314,9.672
1.212,1.222,0.133,2.908,4.262,2.399,2.424,2.444,5.816
1.206,1.365,0.214,2.936,1.56,1.88,2.412,2.73,5.872
1.155,1.059,0.601,3.387,4.777,3.604,2.31,2.118,6.774
0.83,0.99,0.167,2.745,2.625,1.049,1.66,1.98,5.49
0.943,1.367,0.72,1.387,0.0,2.974,1.886,2.734,2.774
1.396,0.836,1.108,4.827,2.885,2.311,2.792,1.672,9.654
0.378,0.19,1.049,0.144,4.646,0.067,0.756,0.38,0.288
0.524,0.772,1.125,2.924,4.261,2.959,1.048,1.544,5.848
1.294,1.425,1.27,3.598,0.018,1.431,2.588,2.85,7.196
1.458,0.22,0.945,2.572,4.859,2.552,2.916,0.44,5.144
0.64,0.308,0.24,2.628,2.876,4.109,1.28,0.616,5.256
0.207,1.08,0.533,2.775,3.521,3.214,0.414,2.16,5.55
0.905,1.412,0.903,1.257,1.042,3.485,1.81,2.824,2.514
0.629,0.528,0.198,4.915,1.357,1.26,1.258,1.056,9.83
0.303,0.711,0.599,1.178,4.773,2.012,0.606,1.422,2.356
1.286,1.464,0.799,0.531,1.714,1.316,2.572,2.928,1.062
1.037,0.647,1.158,3.389,3.806,1.744,2.074,1.294,6.778
1.219,0.534,0.393,1.343,0.853,0.153,2.438,1.068,2.686
0.984,0.121,0.459,3.276,3.217,0.303,1.968,0.242,6.552
0.952,1.482,0.666,4.604,1.027,3.689,1.904,2.964,9.208
1.196,0.417,1.199,1.346,4.84,2.174,2.392,0.834,2.692
0.48,1.076,0.303,3.332,3.02,2.965,0.96,2.152,6.664
1.118,0.275,0.859,3.697,4.313,2.33,2.236,0.55,7.394
0.663,1.155,0.178,4.933,4.841,4.587,1.326,2.31,9.866
0.998,0.494,0.18,3.32,4.888,4.783,1.996,0.988,6.64
0.517,0.9,1.475,3.948,3.015,0.7,1.034,1.8,7.896
1.078,1.386,0.566,1.066,0.282,2.812,2.156,2.772,2.132
1.392,1.119,1.267,0.423,1.993,3.211,2.784,2.238,0.846
1.252,1.493,1.067,4.39,4.242,3.859,2.504,2.986,8.78
1.432,0.78,0.434,0.001,1.693,3.386,2.864,1.56,0.002
1.367,0.728,0.387,4.998,3.99,4.92,2.734,1.456,9.996
0.43,1.009,0.843,0.016,1.006,4.828,0.86,2.018,0.032
0.314,0.596,0.322,2.919,2.332,3.345,0.628,1.192,5.838
1.195,0.185,0.319,0.254,1.839,0.023,2.39,0.37,0.508
0.14,0.769,0.623,1.909,1.622,1.189,0.28,1.538,3.818
0.638,0.785,0.524,1.627,3.116,2.649,1.276,1.57,3.254
1.161,0.134,1.056,2.01,4.845,3.064,2.322,0.268,4.02
0.567,0.952,0.148,2.538,3.424,0.287,1.134,1.904,5.076
1.252,0.209,0.411,2.386,1.869,1.805,2.504,0.418,4.772
1.049,0.832,0.24,1.906,3.655,1.269,2.098,1.664,3.812
0.421,0.122,0.952,2.518,2.856,3.161,0.842,0.244,5.036
0.596,0.288,0.487,0.352,3.407,0.993,1.192,0.576,0.704
1.071,0.421,1.21,1.3,0.19,1.345,2.142,0.842,2.6
0.692,0.159,1.217,1.769,1.958,0.967,1.384,0.318,3.538
1.069,0.538,0.65,2.301,2.801,2.985,2.138,1.076,4.602
0.953,0.742,0.325,3.042,1.534,3.966,1.906,1.484,6.084
0.929,1.238,0.844,0.04,0.075,0.112,1.858,2.476,0.08
1.012,1.374,0.165,2.094,4.434,3.016,2.024,2.748,4.188
0.825,0.307,0.853,1.633,1.046,2.052,1.65,0.614,3.266
1.138,0.356,1.201,4.361,1.305,0.159,2.276,0.712,8.722
0.544,0.815,1.148,4.822,0.942,1.075,1.088,1.63,9.644
0.7,0.392,1.215,3.982,3.13,4.689,1.4,0.784,7.964
1.04,1.139,0.906,0.141,0.382,2.371,2.08,2.278,0.282
0.283,0.421,1.006,3.54,1.5,0.773,0.566,0.842,7.08
1.216,0.689,0.594,0.244,0.175,4.338,2.432,1.378,0.488
1.409,0.119,1.242,4.209,3.642,0.972,2.818,0.238,8.418
1.194,0.688,1.144,1.763,4.79,1.023,2.388,1.376,3.526
0.648,1.404,1.305,3.531,4.419,1.652,1.296,2.808,7.062
1.276,0.848,0.392,3.912,1.793,4.537,2.552,1.696,7.824
1.24,0.685,0.327,0.882,4.83,2.017,2.48,1.37,1.764
0.405,0.991,1.256,0.058,2.874,1.352,0.81,1.982,0.116
0.59,0.949,1.461,3.18,0.656,2.062,1.18,1.898,6.36
1.26,0.533,1.264,3.197,0.917,0.253,2.52,1.066,6.394
1.338,1.107,1.029,0.464,1.649,0.926,2.676,2.214,0.928
1.187,0.185,1.196,2.45,4.772,4.902,2.374,0.37,4.9
0.434,0.653,0.41,2.865,1.992,2.955,0.868,1.306,5.73
1.417,0.917,1.246,1.16,4.153,4.522,2.834,1.834,2.32
0.633,0.583,0.846,0.428,4.056,3.175,1.266,1.166,0.856
0.805,0.266,0.524,2.042,3.391,0.884,1.61,0.532,4.084
0.176,0.806,1.484,3.076,3.465,0.283,0.352,1.612,6.152
0.438,1.117,0.742,2.148,2.181,2.229,0.876,2.234,4.296
1.315,0.536,1.122,2.819,0.541,0.426,2.63,1.072,5.638
0.539,0.724,0.502,2.199,1.76,2.178,1.078,1.448,4.398
1.429,0.315,1.069,4.583,3.942,2.215,2.858,0.63,9.166
0.937,0.611,0.245,1.304,1.854,3.746,1.874,1.222,2.608
0.286,1.223,0.457,1.729,3.501,0.36,0.572,2.446,3.458
0.529,1.187,1.443,3.14,2.071,0.983,1.058,2.374,6.28
0.871,0.577,0.98,1.271,1.987,3.346,1.742,1.154,2.542
0.472,0.297,0.811,4.415,4.447,1.702,0.944,0.594,8.83
1.348,1.225,0.666,3.973,2.202,0.575,2.696,2.45,7.946
0.714,0.292,0.89,0.853,1.636,1.806,1.428,0.584,1.706
1.166,0.187,1.215,2.667,3.11,3.986,2.332,0.374,5.334
0.395,0.571,0.748,4.466,0.276,2.739,0.79,1.142,8.932
1.217,1.287,1.036,3.355,3.812,1.159,2.434,2.574,6.71
0.937,0.439,0.26,2.402,4.908,2.716,1.874,0.878,4.804
0.709,1.099,0.53,0.283,0.225,4.293,1.418,2.198,0.566
1.401,0.587,0.206,3.604,0.862,2.239,2.802,1.174,7.208
0.985,0.969,1.104,1.695,4.958,2.135,1.97,1.938,3.39
1.043,1.48,1.239,3.943,0.433,0.351,2.086,2.96,7.886
0.742,0.708,1.278,4.331,3.418,4.23,1.484,1.416,8.662
1.012,1.315,0.905,0.762,3.451,1.378,2.024,2.63,1.524
0.238,0.445,1.287,2.83,2.689,1.841,0.476,0.89,5.66
0.824,0.754,0.305,3.229,0.855,3.7,1.648,1.508,6.458
0.803,0.452,0.14,4.697,0.161,1.299,1.606,0.904,9.394
1.021,1.254,1.158,4.77,2.215,4.831,2.042,2.508,9.54
0.995,0.471,1.498,3.501,1.788,4.543,1.99,0.942,7.002
0.693,0.268,1.274,0.274,1.969,4.627,1.386,0.536,0.548
1.396,0.217,0.594,3.009,0.202,4.354,2.792,0.434,6.018
0.321,1.015,1.479,4.785,4.358,1.267,0.642,2.03,9.57
0.472,1.207,0.542,4.961,4.085,3.58,0.944,2.414,9.922
1.357,0.343,1.218,1.198,2.27,3.605,2.714,0.686,2.396
0.941,0.24,1.399,2.555,4.139,3.761,1.882,0.48,5.11
0.276,0.174,1.148,4.43,3.311,0.393,0.552,0.348,8.86
0.488,0.97,1.215,3.785,0.604,2.906,0.976,1.94,7.57
1.032,0.646,1.207,2.138,3.433,1.394,2.064,1.292,4.276
0.744,1.088,0.644,0.141,2.461,1.25,1.488,2.176,0.282
0.472,1.094,0.999,4.107,2.059,1.002,0.944,2.188,8.214
0.876,0.601,0.279,0.167,4.032,4.166,1.752,1.202,0.334
0.613,1.452,0.77,4.256,3.378,0.355,1.226,2.904,8.512
1.14,1.421,0.679,3.811,4.493,1.853,2.28,2.842,7.622
1.233,0.999,1.034,2.88,2.952,3.431,2.466,1.998,5.76
0.636,1.096,1.321,2.045,3.811,3.019,1.272,2.192,4.09
1.096,0.978,0.117,2.147,0.284,1.821,2.192,1.956,4.294
0.6,0.282,0.39,3.872,1.42,4.229,1.2,0.564,7.744
0.305,0.215,0.625,4.6,2.058,1.899,0.61,0.43,9.2
0.14,0.884,0.56,1.789,4.967,3.038,0.28,1.768,3.578
0.874,0.193,0.837,4.528,0.746,0.489,1.748,0.386,9.056
0.317,0.174,0.938,0.972,1.427,2.114,0.634,0.348,1.944
0.621,0.167,0.599,1.618,3.881,3.073,1.242,0.334,3.236
0.794,0.776,0.609,0.511,4.543,3.78,1.588,1.552,1.022
1.443,0.54,0.78,1.023,1.71,0.016,2.886,1.08,2.046
1.405,1.374,0.596,2.238,3.102,1.242,2.81,2.748,4.476
1.382,0.488,0.721,3.238,0.948,1.871,2.764,0.976,6.476
1.026,0.36,1.243,0.197,1.692,1.369,2.052,0.72,0.394
0.329,1.26,0.978,3.921,0.351,3.88,0.658,2.52,7.842
1.395,0.909,0.791,2.736,2.063,0.643,2.79,1.818,5.472
1.47,0.118,1.285,3.332,1.602,0.522,2.94,0.236,6.664
0.762,0.468,0.44,3.611,0.537,2.555,1.524,0.936,7.222
1.056,0.885,0.348,2.247,3.919,0.171,2.112,1.77,4.494
0.792,0.613,0.945,4.392,0.236,0.639,1.584,1.226,8.784
0.895,1.195,0.801,4.336,0.162,1.037,1.79,2.39,8.672
0.69,0.445,0.5,1.487,1.733,1.405,1.38,0.89,2.974
1.141,1.018,0.419,0.478,0.149,1.223,2.282,2.036,0.956
1.29,1.075,0.733,3.394,1.499,0.531,2.58,2.15,6.788
0.273,0.462,0.428,3.671,4.633,0.791,0.546,0.924,7.342
1.002,0.978,1.499,0.649,4.86,4.615,2.004,1.956,1.298
1.322,0.529,0.949,0.82,1.571,4.103,2.644,1.058,1.64
0.673,1.266,1.013,1.779,4.254,0.652,1.346,2.532,3.558
1.046,1.142,0.749,4.497,1.861,2.256,2.092,2.284,8.994
0.613,1.154,0.298,4.323,0.096,4.72,1.226,2.308,8.646
0.615,0.714,0.786,4.301,1.237,0.937,1.23,1.428,8.602
0.2,1.053,0.51,2.7,2.928,3.644,0.4,2.106,5.4
0.391,0.787,1.475,1.391,4.026,3.024,0.782,1.574,2.782
0.299,1.458,0.456,4.706,2.003,3.575,0.598,2.916,9.412
1.134,0.654,0.867,3.746,1.434,0.057,2.268,1.308,7.492
0.715,0.347,0.378,4.141,2.312,1.414,1.43,0.694,8.282
1.179,0.595,0.986,4.308,3.8,0.023,2.358,1.19,8.616
0.962,0.636,1.477,1.829,1.932,1.749,1.924,1.272,3.658
1.236,0.511,0.648,2.302,0.626,0.879,2.472,1.022,4.604
0.463,1.119,1.311,2.203,4.148,0.001,0.926,2.238,4.406
0.398,1.238,0.21,2.849,3.347,4.427,0.796,2.476,5.698
0.858,0.778,0.802,0.782,3.736,3.938,1.716,1.556,1.564
0.102,0.489,1.17,4.705,2.0,0.955,0.204,0.978,9.41
0.435,0.245,0.677,3.321,4.74,1.632,0.87,0.49,6.642
0.174,0.73,0.154,3.688,4.543,3.637,0.348,1.46,7.376
1.204,1.024,0.797,1.265,2.895,2.305,2.408,2.048,2.53
0.8,1.072,0.485,2.704,3.323,3.898,1.6,2.144,5.408
0.712,0.885,1.109,2.082,0.722,2.503,1.424,1.77,4.164
0.563,0.153,0.936,4.524,1.531,4.329,1.126,0.306,9.048
0.133,1.33,0.167,0.416,4.615,0.593,0.266,2.66,0.832
0.14,1.455,0.414,3.643,2.108,3.032,0.28,2.91,7.286
0.529,1.251,1.483,2.507,3.641,1.302,1.058,2.502,5.014
0.284,1.051,1.234,2.864,0.259,3.461,0.568,2.102,5.728
0.284,1.333,0.856,4.878,1.231,4.738,0.568,2.666,9.756
1.08,0.598,0.907,4.016,1.336,4.69,2.16,1.196,8.032
1.025,0.997,1.279,2.173,3.156,4.162,2.05,1.994,4.346
0.144,0.173,0.373,4.808,3.314,2.775,0.288,0.346,9.616
0.987,0.328,0.352,0.08,1.998,3.057,1.974,0.656,0.16
1.094,0.709,0.115,2.763,1.026,0.559,2.188,1.418,5.526
0.745,1.341,0.107,1.692,0.991,3.619,1.49,2.682,3.384
0.348,0.819,0.154,3.227,2.282,2.482,0.696,1.638,6.454
0.367,0.868,0.821,0.463,2.879,1.508,0.734,1.736,0.926
0.947,0.397,0.896,0.654,0.944,2.814,1.894,0.794,1.308
0.381,0.974,1.246,0.727,1.489,4.515,0.762,1.948,1.454
1.496,1.408,0.418,4.042,4.364,0.012,2.992,2.816,8.084
0.615,0.566,0.296,1.55,1.394,4.532,1.23,1.132,3.1
0.89,1.105,1.492,2.255,4.018,0.117,1.78,2.21,4.51
1.188,0.531,0.567,2.975,0.407,4.848,2.376,1.062,5.95
0.314,0.55,1.254,0.626,0.144,1.479,0.628,1.1,1.252
1.182,1.287,0.85,3.096,4.205,0.838,2.364,2.574,6.192
0.283,0.186,0.464,1.04,3.469,2.45,0.566,0.372,2.08
1.02,0.656,1.403,4.302,1.725,4.033,2.04,1.312,8.604
1.069,0.615,1.21,3.455,2.839,1.117,2.138,1.23,6.91
0.709,1.044,0.112,4.982,4.404,2.556,1.418,2.088,9.964
1.417,0.94,0.225,3.016,4.848,0.095,2.834,1.88,6.032
1.001,0.892,1.213,4.892,3.297,2.477,2.002,1.784,9.784
0.455,0.461,0.151,1.743,3.658,2.877,0.91,0.922,3.486
0.91,0.842,1.067,1.089,1.885,4.705,1.82,1.684,2.178
1.202,1.118,0.13,3.786,0.812,4.849,2.404,2.236,7.572
0.608,0.764,1.248,1.686,3.114,0.997,1.216,1.528,3.372
0.161,0.203,0.848,4.964,2.032,3.751,0.322,0.406,9.928
0.172,1.401,1.307,1.427,0.24,4.116,0.344,2.802,2.854
0.922,1.278,0.638,0.125,2.456,4.153,1.844,2.556,0.25
1.393,1.269,0.642,2.136,3.248,4.397,2.786,2.538,4.272
0.618,1.223,0.673,3.066,0.869,2.009,1.236,2.446,6.132
0.471,1.116,1.336,0.597,0.563,4.577,0.942,2.232,1.194
1.379,1.228,0.355,1.846,3.308,3.515,2.758,2.456,3.692
1.449,0.519,0.872,3.239,2.322,1.544,2.898,1.038,6.478
0.686,0.135,0.409,0.171,3.954,2.18,1.372,0.27,0.342
0.736,0.454,1.152,0.378,4.792,2.515,1.472,0.908,0.756
0.52,0.253,0.473,4.149,1.177,0.757,1.04,0.506,8.298
0.588,0.357,0.837,2.782,4.071,3.535,1.176,0.714,5.564
1.389,0.583,0.97,3.848,4.137,4.334,2.778,1.166,7.696
0.912,1.408,1.463,1.302,4.924,0.008,1.824,2.816,2.604
0.475,0.169,0.795,0.607,4.094,3.174,0.95,0.338,1.214
0.312,1.188,1.089,3.833,0.109,1.519,0.624,2.376,7.666
0.443,0.744,0.451,4.049,2.884,3.301,0.886,1.488,8.098
1.476,0.902,1.493,4.165,2.735,1.055,2.952,1.804,8.33
1.43,0.558,1.49,2.475,0.522,1.12,2.86,1.116,4.95
0.669,1.295,1.248,1.759,1.124,0.065,1.338,2.59,3.518
0.727,1.447,1.353,2.45,4.119,3.987,1.454,2.894,4.9
0.527,0.293,1.33,2.411,3.768,0.22,1.054,0.586,4.822
1.41,1.234,0.352,1.244,0.903,1.908,2.82,2.468,2.488
1.015,0.303,1.029,4.962,4.421,1.323,2.03,0.606,9.924
0.32,0.268,0.782,1.319,1.842,2.392,0.64,0.536,2.638
0.598,0.778,0.736,0.887,3.172,4.427,1.196,1.556,1.774
0.66,0.836,1.174,2.083,4.078,4.871,1.32,1.672,4.166
0.817,0.834,0.51,1.848,1.449,2.424,1.634,1.668,3.696
0.126,0.77,1.135,0.815,4.016,2.133,0.252,1.54,1.63
0.522,1.388,1.083,4.628,4.48,4.63,1.044,2.776,9.256
1.361,1.41,0.968,2.859,3.73,3.893,2.722,2.82,5.718
0.794,0.808,1.259,3.436,2.759,1.141,1.588,1.616,6.872
0.779,1.161,0.353,0.263,2.543,0.218,1.558,2.322,0.526
1.061,0.855,1.241,4.228,3.773,2.168,2.122,1.71,8.456
1.327,0.709,0.961,1.613,3.029,4.689,2.654,1.418,3.226
0.633,0.963,0.942,2.206,1.534,2.718,1.266,1.926,4.412
1.202,0.135,0.305,4.627,2.155,2.457,2.404,0.27,9.254
0.175,0.942,0.931,4.63,1.436,2.301,0.35,1.884,9.26
0.24,1.105,0.917,2.715,1.301,3.326,0.48,2.21,5.43
1.374,0.336,1.173,2.224,3.524,4.065,2.748,0.672,4.448
0.959,0.896,1.461,2.647,4.822,2.506,1.918,1.792,5.294
0.305,0.558,1.351,4.035,4.487,0.182,0.61,1.116,8.07
0.775,0.235,0.457,3.866,0.128,1.387,1.55,0.47,7.732
1.1,0.842,0.469,4.274,3.469,2.532,2.2,1.684,8.548
0.814,0.291,0.381,1.156,3.186,3.745,1.628,0.582,2.312
0.983,0.969,0.672,0.177,0.045,4.552,1.966,1.938,0.354
1.265,1.116,1.407,3.144,0.395,2.752,2.53,2.232,6.288
0.837,1.133,0.45,1.503,1.199,0.021,1.674,2.266,3.006
0.922,0.438,0.872,1.532,1.687,4.353,1.844,0.876,3.064
0.73,1.354,1.064,0.927,2.055,0.545,1.46,2.708,1.854
0.156,1.163,0.161,2.677,1.87,2.964,0.312,2.326,5.354
1.242,0.363,0.79,3.438,0.162,2.767,2.484,0.726,6.876
1.251,1.206,1.425,0.439,1.357,3.919,2.502,2.412,0.878
0.222,1.119,0.152,4.135,4.953,1.847,0.444,2.238,8.27
0.665,1.182,0.511,0.476,4.259,4.774,1.33,2.364,0.952
1.146,0.369,0.892,3.274,3.116,2.714,2.292,0.738,6.548
1.495,0.981,1.361,4.296,0.018,4.98,2.99,1.962,8.592
0.518,1.38,0.832,1.328,4.469,3.172,1.036,2.76,2.656
0.166,1.36,1.199,2.323,0.292,1.669,0.332,2.72,4.646
1.349,0.877,0.735,2.666,0.646,2.551,2.698,1.754,5.332
1.179,1.112,0.84,0.354,0.835,4.861,2.358,2.224,0.708
0.222,1.21,0.86,1.742,3.934,2.119,0.444,2.42,3.484
0.872,0.746,1.314,0.143,0.921,2.38,1.744,1.492,0.286
0.429,0.259,0.26,1.11,0.18,1.778,0.858,0.518,2.22
